Id,SurveyId,HAEntityId,ComponentId,Component,ComponentOther,Perc,Type
287879,63434,929785,1129,For Electronic Signatures,,76-100%,Active
287880,63434,929785,1130,For Clinical Documentation Charting,,76-100%,Active
287881,63434,929785,1137,Bill Payment,,,Consumer Active
287887,63434,929787,1127,For Retrieving Diagnostic Results,,76-100%,Active
287888,63434,929787,1128,For Entering Orders,,76-100%,Active
287889,63434,929787,1129,For Electronic Signatures,,76-100%,Active
287890,63434,929787,1130,For Clinical Documentation Charting,,76-100%,Active
287891,63434,929787,1137,Bill Payment,,,Consumer Active
287892,63434,929788,1127,For Retrieving Diagnostic Results,,76-100%,Active
287893,63434,929788,1128,For Entering Orders,,76-100%,Active
287894,63434,929788,1129,For Electronic Signatures,,76-100%,Active
287895,63434,929788,1130,For Clinical Documentation Charting,,76-100%,Active
287896,63434,929788,1137,Bill Payment,,,Consumer Active
287897,63434,929789,1127,For Retrieving Diagnostic Results,,76-100%,Active
287898,63434,929789,1128,For Entering Orders,,76-100%,Active
287899,63434,929789,1129,For Electronic Signatures,,76-100%,Active
287900,63434,929789,1130,For Clinical Documentation Charting,,76-100%,Active
287901,63434,929789,1137,Bill Payment,,,Consumer Active
287902,63434,929790,1127,For Retrieving Diagnostic Results,,76-100%,Active
287903,63434,929790,1128,For Entering Orders,,76-100%,Active
287904,63434,929790,1129,For Electronic Signatures,,76-100%,Active
287905,63434,929790,1130,For Clinical Documentation Charting,,76-100%,Active
287906,63434,929791,1127,For Retrieving Diagnostic Results,,76-100%,Active
287907,63434,929791,1128,For Entering Orders,,76-100%,Active
287908,63434,929791,1129,For Electronic Signatures,,76-100%,Active
287909,63434,929791,1130,For Clinical Documentation Charting,,76-100%,Active
287910,63434,929791,1137,Bill Payment,,,Consumer Active
287911,63434,929792,1127,For Retrieving Diagnostic Results,,76-100%,Active
287912,63434,929792,1128,For Entering Orders,,76-100%,Active
287913,63434,929792,1129,For Electronic Signatures,,76-100%,Active
287914,63434,929792,1137,Bill Payment,,,Consumer Active
278654,63434,884811,1127,For Retrieving Diagnostic Results,,51-75%,Active
278655,63434,884811,1139,Personal Health Record (PHR),,,Consumer Active
278656,63434,884811,1138,Access to Diagnostic Tests,,,Consumer Active
278657,63434,884811,1137,Bill Payment,,,Consumer Active
278658,63434,884811,1136,Scheduling,,,Consumer Active
286710,63434,927459,1136,Scheduling,,,Consumer Active
286711,63434,927459,1138,Access to Diagnostic Tests,,,Consumer Active
286712,63434,927459,1139,Personal Health Record (PHR),,,Consumer Active
293821,63435,928058,1130,For Clinical Documentation Charting,,,Active
293822,63435,928058,1129,For Electronic Signatures,,,Active
293823,63435,928058,1128,For Entering Orders,,,Active
293824,63435,928058,1127,For Retrieving Diagnostic Results,,26-50%,Active
293825,63435,928058,1139,Personal Health Record (PHR),,,Consumer Active
293826,63435,928058,1138,Access to Diagnostic Tests,,,Consumer Active
293839,63435,928059,1139,Personal Health Record (PHR),,,Consumer Active
293840,63435,928059,1138,Access to Diagnostic Tests,,,Consumer Active
287318,63435,928059,1127,For Retrieving Diagnostic Results,,,Active
287319,63435,928059,1128,For Entering Orders,,,Active
287320,63435,928059,1129,For Electronic Signatures,,,Active
287321,63435,928059,1130,For Clinical Documentation Charting,,,Active
293830,63435,928060,1127,For Retrieving Diagnostic Results,,26-50%,Active
293831,63435,928060,1139,Personal Health Record (PHR),,,Consumer Active
293832,63435,928060,1138,Access to Diagnostic Tests,,,Consumer Active
293455,63435,928061,1139,Personal Health Record (PHR),,,Consumer Active
293456,63435,928061,1138,Access to Diagnostic Tests,,,Consumer Active
294177,63437,928248,1139,Personal Health Record (PHR),,,Consumer Active
294178,63437,928248,1138,Access to Diagnostic Tests,,,Consumer Active
294179,63437,928249,1137,Bill Payment,,,Consumer Active
294174,63437,928249,1130,For Clinical Documentation Charting,,26-50%,Active
294175,63437,928249,1128,For Entering Orders,,76-100%,Active
294176,63437,928249,1127,For Retrieving Diagnostic Results,,76-100%,Active
294199,63437,928250,1129,For Electronic Signatures,,76-100%,Active
294200,63437,928250,1128,For Entering Orders,,76-100%,Active
294201,63437,928250,1127,For Retrieving Diagnostic Results,,76-100%,Active
294212,63437,928251,1130,For Clinical Documentation Charting,,76-100%,Active
294213,63437,928251,1129,For Electronic Signatures,,76-100%,Active
294214,63437,928251,1128,For Entering Orders,,76-100%,Active
294215,63437,928251,1127,For Retrieving Diagnostic Results,,76-100%,Active
294216,63437,928251,1139,Personal Health Record (PHR),,,Consumer Active
294217,63437,928251,1138,Access to Diagnostic Tests,,,Consumer Active
294218,63437,928251,1136,Scheduling,,,Consumer Active
294254,63437,928252,1139,Personal Health Record (PHR),,,Consumer Active
287414,63437,928253,1138,Access to Diagnostic Tests,,,Consumer Active
287415,63437,928253,1139,Personal Health Record (PHR),,,Consumer Active
294263,63437,928254,1139,Personal Health Record (PHR),,,Consumer Active
294264,63437,928254,1138,Access to Diagnostic Tests,,,Consumer Active
294269,63437,928256,1139,Personal Health Record (PHR),,,Consumer Active
294151,63438,928459,1130,For Clinical Documentation Charting,,1-25%,Active
294152,63438,928459,1129,For Electronic Signatures,,76-100%,Active
294153,63438,928459,1127,For Retrieving Diagnostic Results,,51-75%,Active
294154,63438,928459,1138,Access to Diagnostic Tests,,,Consumer Active
294155,63438,928459,1137,Bill Payment,,,Consumer Active
294156,63438,928459,1136,Scheduling,,,Consumer Active
294157,63438,928459,1135,Pre-Registration,,,Consumer Active
294160,63438,928460,1130,For Clinical Documentation Charting,,1-25%,Active
294161,63438,928460,1129,For Electronic Signatures,,76-100%,Active
294162,63438,928460,1127,For Retrieving Diagnostic Results,,51-75%,Active
294163,63438,928460,1138,Access to Diagnostic Tests,,,Consumer Active
294164,63438,928460,1137,Bill Payment,,,Consumer Active
294165,63438,928460,1136,Scheduling,,,Consumer Active
294166,63438,928460,1135,Pre-Registration,,,Consumer Active
294167,63438,928461,1130,For Clinical Documentation Charting,,1-25%,Active
294168,63438,928461,1129,For Electronic Signatures,,76-100%,Active
294169,63438,928461,1127,For Retrieving Diagnostic Results,,51-75%,Active
294170,63438,928461,1138,Access to Diagnostic Tests,,,Consumer Active
294171,63438,928461,1137,Bill Payment,,,Consumer Active
294172,63438,928461,1136,Scheduling,,,Consumer Active
294173,63438,928461,1135,Pre-Registration,,,Consumer Active
294180,63438,928462,1130,For Clinical Documentation Charting,,1-25%,Active
294181,63438,928462,1129,For Electronic Signatures,,76-100%,Active
294182,63438,928462,1127,For Retrieving Diagnostic Results,,51-75%,Active
294183,63438,928462,1138,Access to Diagnostic Tests,,,Consumer Active
294184,63438,928462,1137,Bill Payment,,,Consumer Active
294185,63438,928462,1136,Scheduling,,,Consumer Active
294186,63438,928462,1135,Pre-Registration,,,Consumer Active
293279,63441,928621,1130,For Clinical Documentation Charting,,76-100%,Active
293280,63441,928621,1128,For Entering Orders,,76-100%,Active
293283,63441,928621,1139,Personal Health Record (PHR),,,Consumer Active
293284,63441,928621,1135,Pre-Registration,,,Consumer Active
293285,63441,928622,1139,Personal Health Record (PHR),,,Consumer Active
293286,63441,928622,1135,Pre-Registration,,,Consumer Active
293281,63441,928622,1130,For Clinical Documentation Charting,,76-100%,Active
293282,63441,928622,1128,For Entering Orders,,76-100%,Active
287498,63442,928681,1138,Access to Diagnostic Tests,,,Consumer Active
287499,63442,928681,1139,Personal Health Record (PHR),,,Consumer Active
287500,63443,928693,1127,For Retrieving Diagnostic Results,,76-100%,Active
287501,63443,928693,1128,For Entering Orders,,76-100%,Active
287502,63443,928693,1129,For Electronic Signatures,,76-100%,Active
287503,63443,928693,1130,For Clinical Documentation Charting,,76-100%,Active
287504,63443,928693,1136,Scheduling,,,Consumer Active
287505,63443,928693,1137,Bill Payment,,,Consumer Active
287506,63443,928693,1139,Personal Health Record (PHR),,,Consumer Active
287507,63443,928694,1127,For Retrieving Diagnostic Results,,76-100%,Active
287508,63443,928694,1128,For Entering Orders,,76-100%,Active
287509,63443,928694,1129,For Electronic Signatures,,76-100%,Active
287510,63443,928694,1130,For Clinical Documentation Charting,,76-100%,Active
287511,63443,928694,1136,Scheduling,,,Consumer Active
287512,63443,928694,1137,Bill Payment,,,Consumer Active
287513,63443,928694,1139,Personal Health Record (PHR),,,Consumer Active
287514,63443,928695,1127,For Retrieving Diagnostic Results,,76-100%,Active
287515,63443,928695,1128,For Entering Orders,,76-100%,Active
287516,63443,928695,1129,For Electronic Signatures,,76-100%,Active
287517,63443,928695,1130,For Clinical Documentation Charting,,76-100%,Active
287518,63443,928695,1136,Scheduling,,,Consumer Active
287519,63443,928695,1137,Bill Payment,,,Consumer Active
287520,63443,928695,1139,Personal Health Record (PHR),,,Consumer Active
287521,63443,928696,1127,For Retrieving Diagnostic Results,,,Active
287522,63443,928696,1128,For Entering Orders,,,Active
287523,63443,928696,1129,For Electronic Signatures,,,Active
287524,63443,928696,1130,For Clinical Documentation Charting,,,Active
287525,63443,928696,1136,Scheduling,,,Consumer Active
287526,63443,928696,1137,Bill Payment,,,Consumer Active
287527,63443,928696,1139,Personal Health Record (PHR),,,Consumer Active
293261,63444,928790,1139,Personal Health Record (PHR),,,Consumer Active
293262,63444,928790,1138,Access to Diagnostic Tests,,,Consumer Active
293263,63444,928790,1136,Scheduling,,,Consumer Active
287531,63445,928806,1127,For Retrieving Diagnostic Results,,76-100%,Active
287532,63445,928806,1128,For Entering Orders,,1-25%,Active
287533,63445,928806,1129,For Electronic Signatures,,51-75%,Active
287534,63445,928806,1130,For Clinical Documentation Charting,,1-25%,Active
287535,63445,928806,1135,Pre-Registration,,,Consumer Active
287536,63445,928806,1136,Scheduling,,,Consumer Active
287537,63445,928806,1137,Bill Payment,,,Consumer Active
287538,63445,928806,1138,Access to Diagnostic Tests,,,Consumer Active
287539,63445,928806,1139,Personal Health Record (PHR),,,Consumer Active
287540,63445,928807,1127,For Retrieving Diagnostic Results,,76-100%,Active
287541,63445,928807,1128,For Entering Orders,,1-25%,Active
287542,63445,928807,1129,For Electronic Signatures,,51-75%,Active
287543,63445,928807,1130,For Clinical Documentation Charting,,1-25%,Active
287544,63445,928807,1135,Pre-Registration,,,Consumer Active
287545,63445,928807,1136,Scheduling,,,Consumer Active
287546,63445,928807,1137,Bill Payment,,,Consumer Active
287547,63445,928807,1138,Access to Diagnostic Tests,,,Consumer Active
287548,63445,928807,1139,Personal Health Record (PHR),,,Consumer Active
287549,63445,928808,1127,For Retrieving Diagnostic Results,,76-100%,Active
287550,63445,928808,1128,For Entering Orders,,1-25%,Active
287551,63445,928808,1129,For Electronic Signatures,,51-75%,Active
287552,63445,928808,1130,For Clinical Documentation Charting,,1-25%,Active
287553,63445,928808,1135,Pre-Registration,,,Consumer Active
287554,63445,928808,1136,Scheduling,,,Consumer Active
287555,63445,928808,1137,Bill Payment,,,Consumer Active
287556,63445,928808,1138,Access to Diagnostic Tests,,,Consumer Active
287557,63445,928808,1139,Personal Health Record (PHR),,,Consumer Active
287570,63446,928881,1127,For Retrieving Diagnostic Results,,76-100%,Active
287571,63446,928881,1128,For Entering Orders,,76-100%,Active
287572,63446,928881,1129,For Electronic Signatures,,76-100%,Active
287573,63446,928881,1130,For Clinical Documentation Charting,,1-25%,Active
293764,63446,928881,1139,Personal Health Record (PHR),,,Consumer Active
293765,63446,928881,1138,Access to Diagnostic Tests,,,Consumer Active
293766,63446,928881,1137,Bill Payment,,,Consumer Active
293866,63446,928882,1130,For Clinical Documentation Charting,,1-25%,Active
293867,63446,928882,1129,For Electronic Signatures,,76-100%,Active
293868,63446,928882,1128,For Entering Orders,,76-100%,Active
293869,63446,928882,1127,For Retrieving Diagnostic Results,,76-100%,Active
293870,63446,928882,1139,Personal Health Record (PHR),,,Consumer Active
293871,63446,928882,1138,Access to Diagnostic Tests,,,Consumer Active
293872,63446,928882,1137,Bill Payment,,,Consumer Active
287558,63447,928857,1127,For Retrieving Diagnostic Results,,,Active
287559,63447,928857,1128,For Entering Orders,,,Active
287560,63447,928857,1137,Bill Payment,,,Consumer Active
287561,63447,928857,1138,Access to Diagnostic Tests,,,Consumer Active
287562,63447,928858,1138,Access to Diagnostic Tests,,,Consumer Active
287563,63447,928859,1127,For Retrieving Diagnostic Results,,,Active
287564,63447,928859,1128,For Entering Orders,,,Active
287565,63447,928859,1137,Bill Payment,,,Consumer Active
287566,63447,928859,1138,Access to Diagnostic Tests,,,Consumer Active
287567,63447,928860,1127,For Retrieving Diagnostic Results,,,Active
287568,63447,928860,1128,For Entering Orders,,,Active
287569,63447,928860,1137,Bill Payment,,,Consumer Active
293598,63448,928924,1130,For Clinical Documentation Charting,,,Active
293599,63448,928924,1129,For Electronic Signatures,,,Active
293600,63448,928924,1128,For Entering Orders,,,Active
293601,63448,928924,1127,For Retrieving Diagnostic Results,,,Active
293602,63448,928924,1139,Personal Health Record (PHR),,,Consumer Active
293603,63448,928924,1138,Access to Diagnostic Tests,,,Consumer Active
287586,63448,928925,1127,For Retrieving Diagnostic Results,,,Active
287587,63448,928925,1138,Access to Diagnostic Tests,,,Consumer Active
287588,63448,928925,1139,Personal Health Record (PHR),,,Consumer Active
293595,63448,928926,1129,For Electronic Signatures,,,Active
293596,63448,928926,1139,Personal Health Record (PHR),,,Consumer Active
293597,63448,928926,1138,Access to Diagnostic Tests,,,Consumer Active
293453,63448,928927,1129,For Electronic Signatures,,,Active
293454,63448,928927,1127,For Retrieving Diagnostic Results,,,Active
293604,63448,928928,1130,For Clinical Documentation Charting,,,Active
293605,63448,928928,1128,For Entering Orders,,,Active
293606,63448,928928,1127,For Retrieving Diagnostic Results,,,Active
293607,63448,928928,1139,Personal Health Record (PHR),,,Consumer Active
293608,63448,928928,1138,Access to Diagnostic Tests,,,Consumer Active
293562,63448,928929,1130,For Clinical Documentation Charting,,,Active
293563,63448,928929,1128,For Entering Orders,,,Active
293564,63448,928929,1127,For Retrieving Diagnostic Results,,,Active
293565,63448,928929,1139,Personal Health Record (PHR),,,Consumer Active
293566,63448,928929,1138,Access to Diagnostic Tests,,,Consumer Active
293629,63448,928930,1139,Personal Health Record (PHR),,,Consumer Active
293630,63448,928930,1138,Access to Diagnostic Tests,,,Consumer Active
293631,63448,928930,1137,Bill Payment,,,Consumer Active
293592,63448,928931,1139,Personal Health Record (PHR),,,Consumer Active
293593,63448,928931,1138,Access to Diagnostic Tests,,,Consumer Active
293594,63448,928931,1137,Bill Payment,,,Consumer Active
293623,63448,928932,1139,Personal Health Record (PHR),,,Consumer Active
293624,63448,928932,1138,Access to Diagnostic Tests,,,Consumer Active
293625,63448,928932,1137,Bill Payment,,,Consumer Active
287613,63448,928933,1137,Bill Payment,,,Consumer Active
287614,63448,928933,1138,Access to Diagnostic Tests,,,Consumer Active
287615,63448,928933,1139,Personal Health Record (PHR),,,Consumer Active
293609,63448,928935,1139,Personal Health Record (PHR),,,Consumer Active
293610,63448,928935,1138,Access to Diagnostic Tests,,,Consumer Active
293611,63448,928935,1137,Bill Payment,,,Consumer Active
293554,63448,928936,1139,Personal Health Record (PHR),,,Consumer Active
293555,63448,928936,1137,Bill Payment,,,Consumer Active
293572,63448,928937,1139,Personal Health Record (PHR),,,Consumer Active
293573,63448,928937,1138,Access to Diagnostic Tests,,,Consumer Active
293556,63448,928938,1130,For Clinical Documentation Charting,,76-100%,Active
293557,63448,928938,1129,For Electronic Signatures,,76-100%,Active
293558,63448,928938,1128,For Entering Orders,,,Active
293559,63448,928938,1127,For Retrieving Diagnostic Results,,76-100%,Active
293435,63448,909707,1130,For Clinical Documentation Charting,,51-75%,Active
293436,63448,909707,1129,For Electronic Signatures,,51-75%,Active
293437,63448,909707,1128,For Entering Orders,,51-75%,Active
293438,63448,909707,1127,For Retrieving Diagnostic Results,,51-75%,Active
293439,63448,909707,1139,Personal Health Record (PHR),,,Consumer Active
293440,63448,909707,1138,Access to Diagnostic Tests,,,Consumer Active
283126,63448,909462,1139,Personal Health Record (PHR),,,Consumer Active
293255,63449,929084,1127,For Retrieving Diagnostic Results,,26-50%,Active
293256,63449,929084,1139,Personal Health Record (PHR),,,Consumer Active
293257,63449,929084,1138,Access to Diagnostic Tests,,,Consumer Active
293258,63449,929084,1137,Bill Payment,,,Consumer Active
293259,63449,929084,1135,Pre-Registration,,,Consumer Active
294262,63450,929089,1139,Personal Health Record (PHR),,,Consumer Active
294219,63450,929090,1130,For Clinical Documentation Charting,,76-100%,Active
294220,63450,929090,1129,For Electronic Signatures,,76-100%,Active
294221,63450,929090,1128,For Entering Orders,,76-100%,Active
294222,63450,929090,1127,For Retrieving Diagnostic Results,,76-100%,Active
294232,63450,929090,1139,Personal Health Record (PHR),,,Consumer Active
294233,63450,929090,1138,Access to Diagnostic Tests,,,Consumer Active
294234,63450,929090,1137,Bill Payment,,,Consumer Active
294235,63450,929090,1136,Scheduling,,,Consumer Active
294236,63450,929090,1135,Pre-Registration,,,Consumer Active
294246,63450,929091,1130,For Clinical Documentation Charting,,76-100%,Active
294247,63450,929091,1129,For Electronic Signatures,,76-100%,Active
294248,63450,929091,1128,For Entering Orders,,76-100%,Active
294249,63450,929091,1127,For Retrieving Diagnostic Results,,76-100%,Active
294250,63450,929091,1139,Personal Health Record (PHR),,,Consumer Active
294251,63450,929091,1138,Access to Diagnostic Tests,,,Consumer Active
294252,63450,929091,1137,Bill Payment,,,Consumer Active
294253,63450,929091,1136,Scheduling,,,Consumer Active
294237,63450,929092,1130,For Clinical Documentation Charting,,76-100%,Active
294238,63450,929092,1129,For Electronic Signatures,,76-100%,Active
294239,63450,929092,1128,For Entering Orders,,76-100%,Active
294240,63450,929092,1127,For Retrieving Diagnostic Results,,76-100%,Active
294241,63450,929092,1139,Personal Health Record (PHR),,,Consumer Active
294242,63450,929092,1138,Access to Diagnostic Tests,,,Consumer Active
294243,63450,929092,1137,Bill Payment,,,Consumer Active
294244,63450,929092,1136,Scheduling,,,Consumer Active
294245,63450,929092,1135,Pre-Registration,,,Consumer Active
294255,63450,929093,1130,For Clinical Documentation Charting,,1-25%,Active
294256,63450,929093,1129,For Electronic Signatures,,1-25%,Active
294257,63450,929093,1128,For Entering Orders,,1-25%,Active
294258,63450,929093,1127,For Retrieving Diagnostic Results,,1-25%,Active
294259,63450,929093,1139,Personal Health Record (PHR),,,Consumer Active
294260,63450,929093,1138,Access to Diagnostic Tests,,,Consumer Active
294261,63450,929093,1136,Scheduling,,,Consumer Active
293799,63451,929290,1139,Personal Health Record (PHR),,,Consumer Active
293800,63451,929290,1138,Access to Diagnostic Tests,,,Consumer Active
293801,63451,929290,1137,Bill Payment,,,Consumer Active
293802,63451,929290,1135,Pre-Registration,,,Consumer Active
287666,63452,929266,1128,For Entering Orders,,,Active
287667,63452,929266,1130,For Clinical Documentation Charting,,,Active
287668,63452,929266,1138,Access to Diagnostic Tests,,,Consumer Active
294105,63453,929271,1128,For Entering Orders,,76-100%,Active
294106,63453,929271,1127,For Retrieving Diagnostic Results,,76-100%,Active
294107,63453,929271,1137,Bill Payment,,,Consumer Active
294084,63454,929297,1139,Personal Health Record (PHR),,,Consumer Active
294085,63454,929297,1138,Access to Diagnostic Tests,,,Consumer Active
294086,63454,929297,1137,Bill Payment,,,Consumer Active
294087,63454,929297,1136,Scheduling,,,Consumer Active
294088,63454,929297,1135,Pre-Registration,,,Consumer Active
293896,63455,929314,1129,For Electronic Signatures,,76-100%,Active
293897,63455,929314,1128,For Entering Orders,,51-75%,Active
293898,63455,929314,1127,For Retrieving Diagnostic Results,,51-75%,Active
293903,63455,929314,1139,Personal Health Record (PHR),,,Consumer Active
293904,63455,929314,1138,Access to Diagnostic Tests,,,Consumer Active
293905,63455,929314,1137,Bill Payment,,,Consumer Active
293906,63455,929314,1135,Pre-Registration,,,Consumer Active
293937,63457,929343,1130,For Clinical Documentation Charting,,76-100%,Active
293938,63457,929343,1129,For Electronic Signatures,,76-100%,Active
293939,63457,929343,1128,For Entering Orders,,76-100%,Active
293940,63457,929343,1127,For Retrieving Diagnostic Results,,76-100%,Active
293941,63457,929343,1139,Personal Health Record (PHR),,,Consumer Active
293942,63457,929343,1138,Access to Diagnostic Tests,,,Consumer Active
293943,63457,929343,1137,Bill Payment,,,Consumer Active
293441,63459,929353,1128,For Entering Orders,,,Active
293442,63459,929353,1127,For Retrieving Diagnostic Results,,,Active
293443,63459,929353,1139,Personal Health Record (PHR),,,Consumer Active
293444,63459,929353,1138,Access to Diagnostic Tests,,,Consumer Active
293445,63459,929353,1137,Bill Payment,,,Consumer Active
293923,63460,929361,1130,For Clinical Documentation Charting,,1-25%,Active
293924,63460,929361,1129,For Electronic Signatures,,1-25%,Active
293925,63460,929361,1127,For Retrieving Diagnostic Results,,1-25%,Active
293926,63460,929361,1139,Personal Health Record (PHR),,,Consumer Active
293927,63460,929361,1138,Access to Diagnostic Tests,,,Consumer Active
293928,63460,929361,1137,Bill Payment,,,Consumer Active
293975,63463,929380,1130,For Clinical Documentation Charting,,51-75%,Active
293976,63463,929380,1129,For Electronic Signatures,,51-75%,Active
293977,63463,929380,1128,For Entering Orders,,51-75%,Active
293978,63463,929380,1127,For Retrieving Diagnostic Results,,76-100%,Active
293979,63463,929380,1137,Bill Payment,,,Consumer Active
293980,63463,929380,1135,Pre-Registration,,,Consumer Active
294065,63464,929442,1130,For Clinical Documentation Charting,,1-25%,Active
294066,63464,929442,1129,For Electronic Signatures,,76-100%,Active
294067,63464,929442,1128,For Entering Orders,,76-100%,Active
294068,63464,929442,1127,For Retrieving Diagnostic Results,,76-100%,Active
294069,63464,929442,1139,Personal Health Record (PHR),,,Consumer Active
294070,63464,929442,1138,Access to Diagnostic Tests,,,Consumer Active
294071,63464,929442,1137,Bill Payment,,,Consumer Active
294072,63464,929442,1136,Scheduling,,,Consumer Active
294073,63464,929442,1135,Pre-Registration,,,Consumer Active
287711,63465,929405,1127,For Retrieving Diagnostic Results,,76-100%,Active
287712,63465,929405,1128,For Entering Orders,,51-75%,Active
287713,63465,929405,1129,For Electronic Signatures,,76-100%,Active
287714,63465,929405,1130,For Clinical Documentation Charting,,1-25%,Active
287715,63465,929405,1137,Bill Payment,,,Consumer Active
287716,63465,929405,1138,Access to Diagnostic Tests,,,Consumer Active
287717,63465,929405,1139,Personal Health Record (PHR),,,Consumer Active
287718,63465,929406,1127,For Retrieving Diagnostic Results,,76-100%,Active
287719,63465,929406,1128,For Entering Orders,,51-75%,Active
287720,63465,929406,1129,For Electronic Signatures,,51-75%,Active
287721,63465,929406,1130,For Clinical Documentation Charting,,51-75%,Active
287722,63465,929406,1135,Pre-Registration,,,Consumer Active
287723,63465,929406,1137,Bill Payment,,,Consumer Active
287724,63465,929406,1138,Access to Diagnostic Tests,,,Consumer Active
287725,63465,929406,1139,Personal Health Record (PHR),,,Consumer Active
287726,63465,929407,1127,For Retrieving Diagnostic Results,,76-100%,Active
287727,63465,929407,1128,For Entering Orders,,51-75%,Active
287728,63465,929407,1129,For Electronic Signatures,,76-100%,Active
287729,63465,929407,1130,For Clinical Documentation Charting,,76-100%,Active
287730,63465,929407,1135,Pre-Registration,,,Consumer Active
287731,63465,929407,1137,Bill Payment,,,Consumer Active
287732,63465,929407,1138,Access to Diagnostic Tests,,,Consumer Active
287733,63465,929407,1139,Personal Health Record (PHR),,,Consumer Active
294467,63466,929428,1139,Personal Health Record (PHR),,,Consumer Active
294468,63466,929428,1137,Bill Payment,,,Consumer Active
293816,63467,929394,1139,Personal Health Record (PHR),,,Consumer Active
293817,63467,929394,1138,Access to Diagnostic Tests,,,Consumer Active
293818,63467,929394,1137,Bill Payment,,,Consumer Active
293862,63468,929375,1139,Personal Health Record (PHR),,,Consumer Active
293863,63468,929375,1138,Access to Diagnostic Tests,,,Consumer Active
293992,63469,929449,1139,Personal Health Record (PHR),,,Consumer Active
293993,63469,929449,1138,Access to Diagnostic Tests,,,Consumer Active
293994,63469,929449,1135,Pre-Registration,,,Consumer Active
293428,63470,929397,1139,Personal Health Record (PHR),,,Consumer Active
293429,63470,929397,1138,Access to Diagnostic Tests,,,Consumer Active
293430,63470,929397,1137,Bill Payment,,,Consumer Active
287748,63471,929455,1137,Bill Payment,,,Consumer Active
287749,63471,929455,1138,Access to Diagnostic Tests,,,Consumer Active
287750,63471,929455,1139,Personal Health Record (PHR),,,Consumer Active
294064,63472,929465,1139,Personal Health Record (PHR),,,Consumer Active
293434,63473,929469,1139,Personal Health Record (PHR),,,Consumer Active
293422,63474,929473,1139,Personal Health Record (PHR),,,Consumer Active
293423,63474,929473,1138,Access to Diagnostic Tests,,,Consumer Active
293424,63474,929473,1137,Bill Payment,,,Consumer Active
293463,63475,929486,1139,Personal Health Record (PHR),,,Consumer Active
293464,63475,929486,1138,Access to Diagnostic Tests,,,Consumer Active
293465,63475,929486,1137,Bill Payment,,,Consumer Active
293466,63475,929486,1136,Scheduling,,,Consumer Active
293467,63475,929486,1135,Pre-Registration,,,Consumer Active
293683,63475,929487,1139,Personal Health Record (PHR),,,Consumer Active
293684,63475,929487,1138,Access to Diagnostic Tests,,,Consumer Active
293685,63475,929487,1137,Bill Payment,,,Consumer Active
293686,63475,929487,1136,Scheduling,,,Consumer Active
293687,63475,929487,1135,Pre-Registration,,,Consumer Active
294144,63476,929502,1139,Personal Health Record (PHR),,,Consumer Active
294145,63476,929502,1138,Access to Diagnostic Tests,,,Consumer Active
293532,63477,929504,1137,Bill Payment,,,Consumer Active
293546,63478,929507,1129,For Electronic Signatures,,76-100%,Active
293547,63478,929507,1127,For Retrieving Diagnostic Results,,76-100%,Active
293548,63478,929507,1139,Personal Health Record (PHR),,,Consumer Active
293549,63478,929507,1138,Access to Diagnostic Tests,,,Consumer Active
293550,63478,929507,1137,Bill Payment,,,Consumer Active
293551,63478,929507,1136,Scheduling,,,Consumer Active
294090,63479,929515,1139,Personal Health Record (PHR),,,Consumer Active
294091,63479,929515,1138,Access to Diagnostic Tests,,,Consumer Active
294092,63479,929515,1137,Bill Payment,,,Consumer Active
294093,63479,929515,1135,Pre-Registration,,,Consumer Active
294192,63480,929518,1130,For Clinical Documentation Charting,,26-50%,Active
294193,63480,929518,1129,For Electronic Signatures,,26-50%,Active
294194,63480,929518,1128,For Entering Orders,,26-50%,Active
294195,63480,929518,1127,For Retrieving Diagnostic Results,,26-50%,Active
294196,63480,929518,1137,Bill Payment,,,Consumer Active
294189,63480,929519,1130,For Clinical Documentation Charting,,76-100%,Active
294190,63480,929519,1127,For Retrieving Diagnostic Results,,76-100%,Active
294191,63480,929519,1137,Bill Payment,,,Consumer Active
295186,63482,929583,1139,Personal Health Record (PHR),,,Consumer Active
295187,63482,929583,1138,Access to Diagnostic Tests,,,Consumer Active
295188,63482,929583,1137,Bill Payment,,,Consumer Active
295189,63482,929583,1135,Pre-Registration,,,Consumer Active
287799,63483,929587,1127,For Retrieving Diagnostic Results,,76-100%,Active
287800,63483,929587,1128,For Entering Orders,,76-100%,Active
287801,63483,929587,1129,For Electronic Signatures,,76-100%,Active
287802,63483,929587,1130,For Clinical Documentation Charting,,76-100%,Active
287803,63483,929587,1136,Scheduling,,,Consumer Active
287804,63483,929587,1137,Bill Payment,,,Consumer Active
287805,63483,929587,1138,Access to Diagnostic Tests,,,Consumer Active
287806,63483,929587,1139,Personal Health Record (PHR),,,Consumer Active
294055,63484,929610,1136,Scheduling,,,Consumer Active
294038,63485,929612,1130,For Clinical Documentation Charting,,,Active
294039,63485,929612,1129,For Electronic Signatures,,,Active
294040,63485,929612,1128,For Entering Orders,,,Active
294041,63485,929612,1127,For Retrieving Diagnostic Results,,,Active
294042,63485,929612,1139,Personal Health Record (PHR),,,Consumer Active
294043,63485,929612,1138,Access to Diagnostic Tests,,,Consumer Active
294044,63485,929612,1137,Bill Payment,,,Consumer Active
293288,63486,929618,1130,For Clinical Documentation Charting,,76-100%,Active
